ResponseId,"Employed, full-time","Employed, part-time",I prefer not to say,"Independent contractor, freelancer, or self-employed","Not employed, and not looking for work","Not employed, but looking for work",Retired,"Student, full-time","Student, part-time"
504,0,0,1,0,0,0,0,0,0
505,0,0,0,1,0,0,0,0,0
506,0,0,0,0,0,0,0,1,0
507,1,0,0,0,0,0,0,0,0
508,0,0,0,1,0,0,0,0,0
509,1,0,0,0,0,0,0,0,0
510,1,0,0,0,0,0,0,0,0
511,0,1,0,0,0,0,0,0,1
512,1,0,0,0,0,0,0,0,0
513,1,0,0,0,0,0,0,0,1
514,1,0,0,0,0,0,0,0,0
515,1,0,0,0,0,0,0,0,0
517,1,0,0,0,0,0,0,0,0
518,0,0,0,0,0,0,0,1,0
519,0,1,0,0,0,0,0,1,0
520,1,0,0,0,0,0,0,0,0
522,1,0,0,0,0,0,0,0,0
523,0,0,0,1,0,0,0,0,0
524,1,0,0,0,0,0,0,0,0
525,1,0,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0,1,0
527,1,0,0,0,0,0,0,0,0
528,1,0,0,0,0,0,0,0,0
529,0,0,0,1,0,0,0,0,0
530,1,0,0,0,0,0,0,0,0
531,0,0,0,1,0,0,0,0,0
532,0,0,0,0,0,0,0,1,0
533,0,0,0,0,0,0,0,1,0
534,1,0,0,0,0,0,0,0,0
535,1,0,0,0,0,0,0,0,0
536,1,0,0,0,0,0,0,0,0
537,1,0,0,0,0,0,0,0,0
538,1,0,0,0,0,0,0,0,0
539,1,0,0,0,0,0,0,0,0
540,1,0,0,0,0,0,0,0,0
541,1,0,0,0,0,0,0,0,0
543,1,0,0,0,0,0,0,0,0
544,1,0,0,0,0,0,0,0,0
545,0,0,0,0,0,1,0,1,0
546,1,0,0,0,0,0,0,0,0
547,1,0,0,0,0,0,0,0,0
548,0,1,0,0,0,0,0,0,0
549,1,0,0,0,0,0,0,0,0
550,1,0,0,0,0,0,0,0,0
551,0,1,0,0,0,0,0,0,1
552,1,0,0,0,0,0,0,0,0
553,1,0,0,0,0,0,0,0,0
554,1,0,0,0,0,0,0,0,0
555,0,0,0,0,0,0,0,1,0
556,1,0,0,0,0,0,0,0,0
557,1,0,0,0,0,0,0,0,0
558,1,0,0,0,0,0,0,0,0
559,1,0,0,0,0,0,0,0,0
560,1,1,0,1,0,0,0,0,0
561,1,0,0,0,0,0,0,0,0
562,1,0,0,0,0,0,0,0,0
563,1,0,0,0,0,0,0,0,0
564,1,0,0,0,0,0,0,0,0
565,1,0,0,0,0,0,0,0,0
566,0,1,0,0,0,0,0,1,0
567,0,1,0,0,0,0,0,1,0
568,0,0,0,1,0,1,0,0,0
569,0,0,0,0,0,0,1,0,0
570,1,0,0,0,0,0,0,0,0
571,1,0,0,0,0,0,0,0,0
572,1,0,0,1,0,0,0,0,0
573,0,1,0,1,0,0,0,0,0
574,1,0,0,0,0,0,0,0,0
575,1,0,0,0,0,0,0,0,0
576,1,0,0,0,0,0,0,0,0
577,1,0,0,0,0,0,0,0,0
578,1,0,0,0,0,0,0,0,0
579,1,0,0,0,0,0,0,0,0
580,1,0,0,0,0,0,0,0,0
581,1,0,0,0,0,0,0,0,0
582,1,0,0,0,0,0,0,0,0
583,1,0,0,0,0,0,0,0,0
584,1,0,0,0,0,0,0,0,0
585,1,0,0,0,0,0,0,0,0
586,1,0,0,0,0,0,0,0,0
587,1,0,0,0,0,0,0,0,0
588,0,0,0,0,0,0,0,1,0
589,1,0,0,0,0,0,0,0,0
590,1,0,0,0,0,0,0,0,1
591,1,0,0,0,0,0,0,0,0
592,1,0,0,0,0,0,0,0,0
593,0,0,0,0,0,0,0,1,0
594,1,0,0,0,0,0,0,0,0
595,1,0,0,0,0,0,0,0,0
596,1,0,0,0,0,0,0,0,0
597,0,0,0,0,0,0,0,1,0
598,0,0,0,1,0,0,0,0,0
599,1,0,0,1,0,0,0,0,0
600,0,0,0,0,0,1,0,0,0
601,1,0,0,0,0,0,0,1,0
602,1,0,0,0,0,0,0,0,0
603,0,0,0,0,0,0,0,1,0
604,1,0,0,0,0,0,0,0,0
605,1,0,0,0,0,0,0,0,0
606,1,0,0,0,0,0,0,0,0
607,0,0,0,0,0,1,0,0,0
608,1,0,0,0,0,0,0,0,0
609,1,0,0,0,0,0,0,0,0
610,1,0,0,0,0,0,0,0,0
611,1,0,0,0,0,0,0,0,0
612,1,0,0,0,0,0,0,0,0
613,1,0,0,0,0,0,0,0,0
614,1,0,0,0,0,0,0,0,0
615,1,0,0,0,0,0,0,0,0
616,0,0,0,1,0,0,0,0,0
617,1,0,0,0,0,0,0,0,0
618,1,0,0,0,0,0,0,0,0
619,1,0,0,0,0,0,0,0,0
620,1,0,0,0,0,0,0,0,0
621,1,0,0,0,0,0,0,0,0
622,1,0,0,0,0,0,0,0,0
623,0,1,0,0,0,0,0,0,1
624,1,0,0,1,0,0,0,0,0
625,1,0,0,0,0,0,0,0,0
626,0,0,0,0,0,0,0,1,0
627,0,0,0,1,0,0,1,0,0
628,1,0,0,0,0,0,0,0,0
629,1,0,0,0,0,0,0,0,0
630,1,0,0,0,0,0,0,0,0
631,1,0,0,0,0,0,0,0,0
632,1,0,0,0,0,0,0,0,0
633,1,0,0,0,0,0,0,0,0
634,1,0,0,0,0,0,0,0,0
635,1,0,0,0,0,0,0,0,1
636,1,0,0,1,0,0,0,0,0
637,1,0,0,0,0,0,0,0,0
638,0,0,0,1,0,0,0,0,0
639,0,0,0,0,1,0,0,1,0
640,1,0,0,0,0,0,0,0,0
641,0,0,0,1,0,0,0,0,0
642,1,0,0,0,0,0,0,0,0
643,1,0,0,0,0,0,0,0,0
644,0,0,0,0,0,0,0,1,0
645,1,0,0,0,0,0,0,0,0
646,0,0,0,1,0,0,0,0,0
647,1,0,0,1,0,0,0,0,0
648,0,1,0,0,0,0,0,0,1
649,0,0,0,0,1,0,0,0,0
650,1,0,0,0,0,0,0,0,0
651,1,0,0,0,0,0,0,0,1
652,1,0,0,0,0,0,0,0,0
653,1,0,0,0,0,0,0,0,0
654,1,0,0,0,0,0,0,0,0
655,1,0,0,0,0,0,0,0,0
656,0,0,1,0,0,0,0,0,0
657,1,0,0,0,0,0,0,0,0
658,1,0,0,0,0,0,0,0,0
659,0,1,0,0,0,0,0,1,0
660,1,0,0,0,0,0,0,0,0
661,1,0,0,0,0,0,0,0,1
662,1,0,0,0,0,0,0,0,0
663,1,0,0,0,0,0,0,0,0
664,1,0,0,0,0,0,0,0,0
665,1,0,0,0,0,0,0,0,0
666,0,0,0,0,0,0,0,1,0
667,1,0,0,0,0,0,0,0,0
668,1,0,0,0,0,0,0,0,0
669,1,0,0,0,0,0,0,0,0
670,0,0,0,0,0,0,1,0,0
671,1,0,0,0,0,0,0,0,0
672,1,0,0,0,0,0,0,0,0
673,1,0,0,0,0,0,0,0,0
674,1,0,0,0,0,0,0,0,0
675,1,0,0,0,0,0,0,0,0
676,1,0,0,0,0,0,0,0,0
677,1,0,0,0,0,0,0,0,1
678,1,0,0,0,0,0,0,0,0
679,1,0,0,0,0,0,0,0,0
680,0,0,0,0,0,1,0,0,0
681,0,0,0,0,0,0,0,1,0
682,1,0,0,0,0,0,0,0,1
683,1,0,0,0,0,0,0,0,0
684,1,0,0,0,0,0,0,0,0
685,1,0,0,0,0,0,0,0,0
686,0,1,0,0,0,0,0,1,0
687,0,0,0,0,0,0,0,1,0
688,0,0,0,1,0,0,0,0,0
689,1,0,0,0,0,0,0,0,0
690,0,0,0,0,1,0,0,0,0
691,1,0,0,0,0,0,0,0,0
692,0,0,0,0,0,0,0,1,0
693,1,0,0,0,0,0,0,0,0
694,0,0,0,0,0,0,0,1,0
695,1,0,0,0,0,0,0,0,0
696,1,0,0,0,0,0,0,0,0
697,0,0,0,0,0,0,0,1,0
698,1,0,0,0,0,0,0,0,0
699,1,0,0,0,0,0,0,0,0
700,1,0,0,0,0,0,0,0,0
701,1,0,0,0,0,0,0,0,0
702,1,0,0,0,0,0,0,0,0
703,0,0,0,0,0,0,0,1,0
704,1,0,0,0,0,0,0,0,0
706,1,0,0,0,0,0,0,0,0
707,1,0,0,0,0,0,0,0,0
708,1,0,0,0,0,0,0,0,0
709,1,0,0,0,0,0,0,0,0
710,0,0,0,0,0,0,0,1,0
711,1,0,0,1,0,0,0,0,0
712,1,0,0,0,0,0,0,0,0
713,0,0,0,0,0,0,0,1,0
714,0,0,0,0,0,0,0,1,0
715,0,1,0,0,0,0,0,1,0
716,0,0,0,0,0,0,0,0,1
717,1,0,0,0,0,0,0,0,0
718,1,0,0,0,0,0,0,0,0
719,0,1,0,0,0,0,0,1,0
720,0,1,0,0,0,0,0,1,0
721,1,0,0,0,0,0,0,0,0
722,1,0,0,0,0,0,0,0,0
723,1,0,0,0,0,0,0,0,0
724,1,0,0,0,0,0,0,0,0
725,0,0,0,0,0,0,0,1,0
726,1,1,0,1,0,0,0,1,1
727,1,0,0,0,0,0,0,0,0
728,1,0,0,0,0,0,0,0,0
729,1,0,0,0,0,0,0,0,0
730,1,0,0,0,0,0,0,0,0
731,0,0,0,0,0,0,0,1,0
732,0,1,0,0,0,0,0,1,0
733,0,0,0,1,0,0,0,0,0
734,1,0,0,0,0,0,0,0,0
735,0,0,0,0,0,1,0,0,0
736,1,0,0,0,0,0,0,0,0
737,1,0,0,0,0,0,0,0,0
738,1,0,0,0,0,0,0,0,0
739,1,0,0,0,0,0,0,0,0
740,1,0,0,0,0,0,0,0,0
741,0,0,0,1,0,1,0,0,0
742,0,0,0,1,0,0,0,0,1
743,0,0,0,1,0,0,0,0,1
744,0,1,0,0,0,0,0,0,1
745,1,0,0,0,0,0,0,0,0
746,1,0,0,1,0,0,0,0,0
747,1,0,0,0,0,0,0,0,0
748,0,0,0,0,0,0,0,1,0
749,1,0,0,0,0,0,0,0,0
750,0,0,0,0,1,0,0,0,0
751,1,0,0,0,0,0,0,0,0
752,1,0,0,0,0,0,0,0,1
753,1,0,0,0,0,0,0,0,0
754,1,0,0,0,0,0,0,0,0
755,0,0,0,0,0,1,0,0,0
756,1,0,0,0,0,0,0,0,0
757,1,0,0,0,0,0,0,0,0
758,1,0,0,0,0,0,0,0,0
759,1,0,0,0,0,0,0,0,0
760,1,0,0,0,0,0,0,0,0
761,0,0,0,1,0,0,0,0,0
762,1,0,0,0,0,0,0,0,0
763,1,0,0,0,0,0,0,0,0
764,1,0,0,0,0,0,0,0,0
765,1,0,0,0,0,0,0,0,0
766,1,0,0,0,0,0,0,0,0
767,1,0,0,0,0,0,0,0,0
768,0,0,0,1,0,0,0,0,0
769,1,0,0,1,0,0,0,0,0
770,0,0,0,0,0,1,0,1,0
771,1,0,0,0,0,0,0,0,0
772,1,0,0,0,0,0,0,0,0
773,1,0,0,0,0,0,0,0,0
774,1,0,0,0,0,0,0,0,0
775,1,0,0,0,0,0,0,0,0
776,0,0,0,1,0,0,0,0,0
777,1,0,0,0,0,0,0,0,0
778,1,0,0,0,0,0,0,1,0
779,1,0,0,0,0,0,0,0,0
780,1,0,0,0,0,0,0,0,0
781,1,0,0,0,0,0,0,0,0
782,1,0,0,0,0,0,0,0,0
783,1,1,0,0,0,0,0,0,1
784,1,0,0,0,0,0,0,0,0
785,0,0,0,0,1,0,0,0,0
786,1,0,0,1,0,0,0,0,0
787,1,0,0,0,0,0,0,0,0
788,1,0,0,0,0,0,0,0,0
789,0,0,0,0,0,0,0,1,1
790,1,0,0,0,0,0,0,0,0
791,1,0,0,0,0,0,0,0,0
792,0,0,0,1,0,0,0,0,0
793,0,0,0,0,0,0,0,1,0
794,0,1,0,0,0,0,0,0,0
795,1,0,0,0,0,0,0,0,0
796,1,0,0,0,0,0,0,0,0
797,1,0,0,0,0,0,0,0,0
798,1,0,0,0,0,0,0,1,0
799,1,0,0,0,0,0,0,0,0
800,1,0,0,0,0,0,0,0,0
801,1,0,0,0,0,0,0,0,0
802,0,0,0,1,0,0,0,0,0
803,1,0,0,1,0,0,0,1,0
804,1,0,0,0,0,0,0,0,0
805,1,0,0,0,0,0,0,0,0
806,1,0,0,1,0,0,0,0,0
807,1,0,0,0,0,0,0,0,0
808,1,0,0,0,0,0,0,0,0
809,1,0,0,0,0,0,0,0,0
810,0,0,0,1,0,0,0,0,0
811,1,0,0,0,0,0,0,0,0
812,1,0,0,0,0,0,0,0,0
813,0,0,0,0,0,0,0,1,0
814,0,0,0,1,0,0,0,0,0
815,1,0,0,0,0,0,0,0,0
816,1,0,0,0,0,0,0,0,0
817,1,0,0,0,0,0,0,0,0
818,1,0,0,0,0,0,0,0,0
819,1,0,0,0,0,0,0,0,0
820,1,0,0,0,0,0,0,0,0
821,1,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,1,0
823,0,0,0,1,0,0,0,0,0
824,0,0,0,0,0,0,0,1,0
825,0,0,0,0,0,0,0,1,0
826,0,1,0,0,0,0,0,0,0
827,0,0,0,0,0,0,0,1,0
828,1,0,0,0,0,0,0,0,0
829,1,0,0,0,0,0,0,0,0
830,0,0,0,0,0,0,0,1,0
831,0,0,0,0,0,0,0,1,0
832,1,0,0,0,0,0,0,0,0
833,1,0,0,0,0,0,0,0,0
834,1,0,0,0,0,0,0,0,0
835,1,0,0,0,0,0,0,0,1
836,0,0,0,0,1,0,0,0,0
837,0,0,0,0,0,0,0,1,0
838,1,0,0,0,0,0,0,0,0
839,1,0,0,0,0,0,0,0,0
840,0,0,0,1,0,0,0,0,0
841,1,0,0,0,0,0,0,0,0
842,1,0,0,0,0,0,0,0,0
843,1,0,0,0,0,0,0,0,0
844,1,0,0,1,0,0,0,0,0
845,1,0,0,0,0,0,0,0,0
846,0,0,0,1,0,0,0,0,0
847,0,0,0,0,0,0,0,1,0
848,0,0,1,0,0,0,0,0,0
849,1,0,0,0,0,0,0,0,0
850,0,0,0,0,0,0,0,1,0
851,1,0,0,0,0,0,0,0,1
852,1,0,0,0,0,0,0,0,0
853,1,0,0,0,0,0,0,0,0
854,1,0,0,0,0,0,0,0,0
855,1,0,0,0,0,0,0,0,0
856,0,0,0,0,1,0,0,0,0
857,1,0,0,0,0,0,0,0,0
858,1,0,0,0,0,0,0,0,0
859,0,0,0,1,0,0,0,1,0
860,1,0,0,0,0,0,0,0,0
861,0,0,0,0,0,0,1,0,0
862,1,0,0,0,0,0,0,0,0
863,0,0,0,0,0,0,0,1,0
864,1,0,0,0,0,0,0,0,0
865,1,0,0,0,0,0,0,0,0
866,1,0,0,0,0,0,0,1,0
867,0,0,0,0,0,1,0,0,0
868,1,0,0,0,0,0,0,0,0
869,1,0,0,0,0,0,0,0,0
870,1,0,0,0,0,0,0,0,0
871,1,0,0,0,0,0,0,0,0
872,0,0,0,0,0,1,0,0,0
873,1,0,0,0,0,0,0,0,0
874,1,0,0,1,0,0,0,0,0
875,0,0,0,0,0,0,0,1,0
876,0,0,0,0,0,0,0,1,0
877,1,0,0,0,0,0,0,0,0
878,1,0,0,0,0,0,0,0,0
879,1,0,0,0,0,0,0,0,0
880,0,0,0,0,0,1,0,1,0
881,0,0,0,1,0,0,0,0,0
882,1,0,0,0,0,0,0,0,0
883,1,0,0,0,0,0,0,0,0
884,1,0,0,0,0,0,0,0,0
885,0,0,0,0,0,0,0,1,0
886,1,0,0,0,0,0,0,0,0
887,1,0,0,0,0,0,0,0,0
888,0,0,1,0,0,0,0,0,0
889,1,0,0,0,0,0,0,0,0
890,0,0,0,0,0,0,0,1,0
891,1,0,0,0,0,0,0,0,0
892,1,0,0,0,0,0,0,0,0
893,1,0,0,0,0,0,0,0,0
894,0,0,0,0,1,0,0,0,0
895,1,0,0,0,0,0,0,0,0
896,1,0,0,0,0,0,0,0,0
897,1,0,0,0,0,0,0,0,0
898,1,0,0,0,0,0,0,1,0
899,1,0,0,0,0,0,0,0,0
900,0,0,0,0,0,0,0,1,0
901,0,0,0,0,0,0,0,1,1
902,1,0,0,0,0,0,0,0,0
903,0,0,0,0,0,0,0,1,0
904,0,1,0,0,0,0,0,0,1
905,1,0,0,0,0,0,0,0,0
906,0,0,0,0,0,0,0,1,0
907,0,0,1,0,0,0,0,0,0
908,1,0,0,0,0,0,0,0,0
909,0,0,0,0,0,0,0,1,0
910,0,0,0,0,0,0,0,1,0
911,0,0,0,1,0,0,0,0,0
912,1,0,0,0,0,0,0,1,0
913,1,0,0,0,0,0,0,0,0
914,0,0,0,0,0,0,0,1,0
915,1,0,0,0,0,0,0,0,0
916,1,0,0,0,0,0,0,0,0
917,1,0,0,0,0,0,0,0,0
918,0,1,0,0,0,0,0,1,0
919,1,0,0,0,0,0,0,0,0
920,1,0,0,0,0,0,0,0,0
921,0,0,1,0,0,0,0,0,0
922,0,1,0,1,0,0,0,0,1
923,1,0,0,0,0,0,0,0,0
924,0,0,0,0,1,0,0,0,0
925,1,0,0,0,0,0,0,0,0
926,0,1,0,0,0,0,0,0,0
927,1,0,0,0,0,0,0,0,0
928,1,0,0,0,0,0,0,0,0
929,0,0,0,0,0,0,0,1,0
930,1,0,0,0,0,0,0,0,0
931,0,1,0,0,0,0,0,0,1
932,0,1,0,0,0,0,0,1,0
933,0,0,0,0,0,0,0,1,0
935,1,0,0,0,0,0,0,0,0
936,1,0,0,0,0,0,0,0,0
937,0,0,0,0,0,0,0,1,0
938,1,0,0,1,0,0,0,0,0
939,1,0,0,0,0,0,0,0,0
940,1,0,0,0,0,0,0,0,0
941,1,0,0,0,0,0,0,0,0
942,1,0,0,0,0,0,0,0,1
943,1,0,0,0,0,0,0,0,0
944,1,0,0,0,0,0,0,0,0
945,1,0,0,0,0,0,0,0,0
946,0,0,0,0,0,0,0,1,0
947,1,0,0,0,0,0,0,0,0
948,1,0,0,0,0,0,0,0,0
949,1,0,0,0,0,0,0,0,0
950,1,0,0,0,0,0,0,0,0
951,1,0,0,0,0,0,0,0,0
952,0,0,0,0,0,0,0,1,0
953,1,0,0,0,0,0,0,0,0
954,1,0,0,0,0,0,0,0,0
955,1,0,0,0,0,0,0,0,0
956,1,0,0,1,0,0,0,0,0
957,0,1,0,0,0,0,0,0,0
958,1,0,0,0,0,0,0,0,0
959,1,0,0,0,0,0,0,0,0
960,0,0,0,0,0,0,0,0,1
961,1,0,0,0,0,0,0,0,0
962,0,1,0,0,0,0,0,1,0
963,1,0,0,0,0,0,0,0,0
964,0,0,0,0,0,0,0,1,0
965,1,0,0,0,0,0,0,0,0
966,1,0,0,0,0,0,0,0,0
967,1,0,0,1,0,0,0,0,0
968,1,0,0,0,0,0,0,0,0
969,1,0,0,0,0,0,0,0,0
970,1,0,0,0,0,0,0,0,0
971,1,0,0,1,0,0,0,0,0
972,0,0,0,0,0,1,0,0,0
973,1,0,0,0,0,0,0,0,0
974,1,0,0,0,0,0,0,0,1
975,0,0,0,0,0,0,0,1,0
976,1,0,0,0,0,0,0,0,0
977,1,0,0,0,0,0,0,0,0
978,1,0,0,0,0,0,0,0,0
979,1,0,0,0,0,0,0,0,0
980,1,0,0,0,0,0,0,0,0
981,1,0,0,0,0,0,0,0,0
982,0,0,0,0,0,1,0,0,0
983,1,0,0,0,0,0,0,0,0
984,1,0,0,0,0,0,0,0,0
985,1,0,0,0,0,0,0,0,0
986,0,0,0,0,0,0,0,1,0
987,1,0,0,0,0,0,0,0,0
988,1,0,0,0,0,0,0,0,0
989,1,0,0,0,0,0,0,0,0
990,0,1,0,1,0,0,0,1,0
991,0,0,0,0,1,0,0,0,0
992,0,0,0,1,0,0,0,0,0
993,0,0,0,1,0,0,0,0,0
994,0,0,0,1,0,0,0,0,0
995,1,0,0,0,0,0,0,0,0
996,1,0,0,0,0,0,0,0,0
997,1,0,0,0,0,0,0,0,0
998,1,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,1,0
1000,1,0,0,0,0,0,0,0,0
1001,0,0,0,0,0,0,0,1,0
1002,0,0,0,1,0,0,0,0,0
1003,1,0,0,0,0,0,0,0,0
1004,1,0,0,0,0,0,0,0,0
1005,1,0,0,0,0,0,0,0,0
1006,1,0,0,0,0,0,0,0,0
1007,1,0,0,1,0,0,0,0,0
1008,0,0,0,1,0,0,0,0,0
1009,1,0,0,0,0,0,0,0,0
1010,1,0,0,0,0,0,0,0,0
1011,1,0,0,0,0,0,0,0,0
1012,1,0,0,0,0,0,0,0,0
