ResponseId,Employment
517,"Employed, full-time"
518,"Student, full-time"
519,"Employed, part-time"
519,"Student, full-time"
520,"Employed, full-time"
522,"Employed, full-time"
523,"Independent contractor, freelancer, or self-employed"
524,"Employed, full-time"
525,"Employed, full-time"
526,"Student, full-time"
527,"Employed, full-time"
528,"Employed, full-time"
529,"Independent contractor, freelancer, or self-employed"
530,"Employed, full-time"
531,"Independent contractor, freelancer, or self-employed"
532,"Student, full-time"
533,"Student, full-time"
534,"Employed, full-time"
535,"Employed, full-time"
536,"Employed, full-time"
537,"Employed, full-time"
538,"Employed, full-time"
539,"Employed, full-time"
540,"Employed, full-time"
541,"Employed, full-time"
543,"Employed, full-time"
544,"Employed, full-time"
545,"Not employed, but looking for work"
545,"Student, full-time"
546,"Employed, full-time"
547,"Employed, full-time"
548,"Employed, part-time"
549,"Employed, full-time"
550,"Employed, full-time"
551,"Employed, part-time"
551,"Student, part-time"
552,"Employed, full-time"
553,"Employed, full-time"
554,"Employed, full-time"
555,"Student, full-time"
556,"Employed, full-time"
557,"Employed, full-time"
558,"Employed, full-time"
559,"Employed, full-time"
560,"Employed, full-time"
560,"Employed, part-time"
560,"Independent contractor, freelancer, or self-employed"
561,"Employed, full-time"
562,"Employed, full-time"
563,"Employed, full-time"
564,"Employed, full-time"
565,"Employed, full-time"
566,"Employed, part-time"
566,"Student, full-time"
567,"Employed, part-time"
567,"Student, full-time"
568,"Independent contractor, freelancer, or self-employed"
568,"Not employed, but looking for work"
569,Retired
570,"Employed, full-time"
571,"Employed, full-time"
572,"Employed, full-time"
572,"Independent contractor, freelancer, or self-employed"
573,"Employed, part-time"
573,"Independent contractor, freelancer, or self-employed"
574,"Employed, full-time"
575,"Employed, full-time"
576,"Employed, full-time"
577,"Employed, full-time"
578,"Employed, full-time"
579,"Employed, full-time"
580,"Employed, full-time"
581,"Employed, full-time"
582,"Employed, full-time"
583,"Employed, full-time"
584,"Employed, full-time"
585,"Employed, full-time"
586,"Employed, full-time"
587,"Employed, full-time"
588,"Student, full-time"
589,"Employed, full-time"
590,"Employed, full-time"
590,"Student, part-time"
591,"Employed, full-time"
592,"Employed, full-time"
593,"Student, full-time"
594,"Employed, full-time"
595,"Employed, full-time"
596,"Employed, full-time"
597,"Student, full-time"
598,"Independent contractor, freelancer, or self-employed"
599,"Employed, full-time"
599,"Independent contractor, freelancer, or self-employed"
600,"Not employed, but looking for work"
601,"Employed, full-time"
601,"Student, full-time"
602,"Employed, full-time"
603,"Student, full-time"
604,"Employed, full-time"
605,"Employed, full-time"
606,"Employed, full-time"
607,"Not employed, but looking for work"
608,"Employed, full-time"
609,"Employed, full-time"
610,"Employed, full-time"
611,"Employed, full-time"
612,"Employed, full-time"
613,"Employed, full-time"
614,"Employed, full-time"
615,"Employed, full-time"
616,"Independent contractor, freelancer, or self-employed"
617,"Employed, full-time"
618,"Employed, full-time"
619,"Employed, full-time"
620,"Employed, full-time"
621,"Employed, full-time"
622,"Employed, full-time"
623,"Employed, part-time"
623,"Student, part-time"
624,"Employed, full-time"
624,"Independent contractor, freelancer, or self-employed"
625,"Employed, full-time"
626,"Student, full-time"
627,"Independent contractor, freelancer, or self-employed"
627,Retired
628,"Employed, full-time"
629,"Employed, full-time"
630,"Employed, full-time"
631,"Employed, full-time"
632,"Employed, full-time"
633,"Employed, full-time"
634,"Employed, full-time"
635,"Employed, full-time"
635,"Student, part-time"
636,"Employed, full-time"
636,"Independent contractor, freelancer, or self-employed"
637,"Employed, full-time"
638,"Independent contractor, freelancer, or self-employed"
639,"Not employed, and not looking for work"
639,"Student, full-time"
640,"Employed, full-time"
641,"Independent contractor, freelancer, or self-employed"
642,"Employed, full-time"
643,"Employed, full-time"
644,"Student, full-time"
645,"Employed, full-time"
646,"Independent contractor, freelancer, or self-employed"
647,"Employed, full-time"
647,"Independent contractor, freelancer, or self-employed"
648,"Employed, part-time"
648,"Student, part-time"
649,"Not employed, and not looking for work"
650,"Employed, full-time"
651,"Employed, full-time"
651,"Student, part-time"
652,"Employed, full-time"
653,"Employed, full-time"
654,"Employed, full-time"
655,"Employed, full-time"
656,I prefer not to say
657,"Employed, full-time"
658,"Employed, full-time"
659,"Employed, part-time"
659,"Student, full-time"
660,"Employed, full-time"
661,"Employed, full-time"
661,"Student, part-time"
662,"Employed, full-time"
663,"Employed, full-time"
664,"Employed, full-time"
665,"Employed, full-time"
666,"Student, full-time"
667,"Employed, full-time"
668,"Employed, full-time"
669,"Employed, full-time"
670,Retired
671,"Employed, full-time"
672,"Employed, full-time"
673,"Employed, full-time"
674,"Employed, full-time"
675,"Employed, full-time"
676,"Employed, full-time"
677,"Employed, full-time"
677,"Student, part-time"
678,"Employed, full-time"
679,"Employed, full-time"
680,"Not employed, but looking for work"
681,"Student, full-time"
682,"Employed, full-time"
682,"Student, part-time"
683,"Employed, full-time"
684,"Employed, full-time"
685,"Employed, full-time"
686,"Employed, part-time"
686,"Student, full-time"
687,"Student, full-time"
688,"Independent contractor, freelancer, or self-employed"
689,"Employed, full-time"
690,"Not employed, and not looking for work"
691,"Employed, full-time"
692,"Student, full-time"
693,"Employed, full-time"
694,"Student, full-time"
695,"Employed, full-time"
696,"Employed, full-time"
697,"Student, full-time"
698,"Employed, full-time"
699,"Employed, full-time"
700,"Employed, full-time"
701,"Employed, full-time"
702,"Employed, full-time"
703,"Student, full-time"
704,"Employed, full-time"
706,"Employed, full-time"
707,"Employed, full-time"
708,"Employed, full-time"
709,"Employed, full-time"
710,"Student, full-time"
711,"Employed, full-time"
711,"Independent contractor, freelancer, or self-employed"
712,"Employed, full-time"
713,"Student, full-time"
714,"Student, full-time"
715,"Employed, part-time"
715,"Student, full-time"
716,"Student, part-time"
717,"Employed, full-time"
718,"Employed, full-time"
719,"Employed, part-time"
719,"Student, full-time"
720,"Employed, part-time"
720,"Student, full-time"
721,"Employed, full-time"
722,"Employed, full-time"
723,"Employed, full-time"
724,"Employed, full-time"
725,"Student, full-time"
726,"Employed, full-time"
726,"Employed, part-time"
726,"Independent contractor, freelancer, or self-employed"
726,"Student, full-time"
726,"Student, part-time"
727,"Employed, full-time"
728,"Employed, full-time"
729,"Employed, full-time"
730,"Employed, full-time"
731,"Student, full-time"
732,"Employed, part-time"
732,"Student, full-time"
733,"Independent contractor, freelancer, or self-employed"
734,"Employed, full-time"
735,"Not employed, but looking for work"
736,"Employed, full-time"
737,"Employed, full-time"
738,"Employed, full-time"
739,"Employed, full-time"
740,"Employed, full-time"
741,"Independent contractor, freelancer, or self-employed"
741,"Not employed, but looking for work"
742,"Independent contractor, freelancer, or self-employed"
742,"Student, part-time"
743,"Independent contractor, freelancer, or self-employed"
743,"Student, part-time"
744,"Employed, part-time"
744,"Student, part-time"
745,"Employed, full-time"
746,"Employed, full-time"
746,"Independent contractor, freelancer, or self-employed"
747,"Employed, full-time"
748,"Student, full-time"
749,"Employed, full-time"
750,"Not employed, and not looking for work"
751,"Employed, full-time"
752,"Employed, full-time"
752,"Student, part-time"
753,"Employed, full-time"
754,"Employed, full-time"
755,"Not employed, but looking for work"
756,"Employed, full-time"
757,"Employed, full-time"
758,"Employed, full-time"
759,"Employed, full-time"
760,"Employed, full-time"
761,"Independent contractor, freelancer, or self-employed"
762,"Employed, full-time"
763,"Employed, full-time"
764,"Employed, full-time"
765,"Employed, full-time"
766,"Employed, full-time"
767,"Employed, full-time"
768,"Independent contractor, freelancer, or self-employed"
769,"Employed, full-time"
769,"Independent contractor, freelancer, or self-employed"
770,"Not employed, but looking for work"
770,"Student, full-time"
771,"Employed, full-time"
772,"Employed, full-time"
773,"Employed, full-time"
774,"Employed, full-time"
775,"Employed, full-time"
776,"Independent contractor, freelancer, or self-employed"
777,"Employed, full-time"
778,"Employed, full-time"
778,"Student, full-time"
779,"Employed, full-time"
780,"Employed, full-time"
781,"Employed, full-time"
782,"Employed, full-time"
783,"Employed, full-time"
783,"Employed, part-time"
783,"Student, part-time"
784,"Employed, full-time"
785,"Not employed, and not looking for work"
786,"Employed, full-time"
786,"Independent contractor, freelancer, or self-employed"
787,"Employed, full-time"
788,"Employed, full-time"
789,"Student, full-time"
789,"Student, part-time"
790,"Employed, full-time"
791,"Employed, full-time"
792,"Independent contractor, freelancer, or self-employed"
793,"Student, full-time"
794,"Employed, part-time"
795,"Employed, full-time"
796,"Employed, full-time"
797,"Employed, full-time"
798,"Employed, full-time"
798,"Student, full-time"
799,"Employed, full-time"
800,"Employed, full-time"
801,"Employed, full-time"
802,"Independent contractor, freelancer, or self-employed"
803,"Employed, full-time"
803,"Independent contractor, freelancer, or self-employed"
803,"Student, full-time"
804,"Employed, full-time"
805,"Employed, full-time"
806,"Employed, full-time"
806,"Independent contractor, freelancer, or self-employed"
807,"Employed, full-time"
808,"Employed, full-time"
809,"Employed, full-time"
810,"Independent contractor, freelancer, or self-employed"
811,"Employed, full-time"
812,"Employed, full-time"
813,"Student, full-time"
814,"Independent contractor, freelancer, or self-employed"
815,"Employed, full-time"
816,"Employed, full-time"
817,"Employed, full-time"
818,"Employed, full-time"
819,"Employed, full-time"
820,"Employed, full-time"
821,"Employed, full-time"
822,"Student, full-time"
823,"Independent contractor, freelancer, or self-employed"
824,"Student, full-time"
825,"Student, full-time"
826,"Employed, part-time"
827,"Student, full-time"
828,"Employed, full-time"
829,"Employed, full-time"
830,"Student, full-time"
831,"Student, full-time"
832,"Employed, full-time"
833,"Employed, full-time"
834,"Employed, full-time"
835,"Employed, full-time"
835,"Student, part-time"
836,"Not employed, and not looking for work"
837,"Student, full-time"
838,"Employed, full-time"
839,"Employed, full-time"
840,"Independent contractor, freelancer, or self-employed"
841,"Employed, full-time"
842,"Employed, full-time"
843,"Employed, full-time"
844,"Employed, full-time"
844,"Independent contractor, freelancer, or self-employed"
845,"Employed, full-time"
846,"Independent contractor, freelancer, or self-employed"
847,"Student, full-time"
848,I prefer not to say
849,"Employed, full-time"
850,"Student, full-time"
851,"Employed, full-time"
851,"Student, part-time"
852,"Employed, full-time"
853,"Employed, full-time"
854,"Employed, full-time"
855,"Employed, full-time"
856,"Not employed, and not looking for work"
857,"Employed, full-time"
858,"Employed, full-time"
859,"Independent contractor, freelancer, or self-employed"
859,"Student, full-time"
860,"Employed, full-time"
861,Retired
862,"Employed, full-time"
863,"Student, full-time"
864,"Employed, full-time"
865,"Employed, full-time"
866,"Employed, full-time"
866,"Student, full-time"
867,"Not employed, but looking for work"
868,"Employed, full-time"
869,"Employed, full-time"
870,"Employed, full-time"
871,"Employed, full-time"
872,"Not employed, but looking for work"
873,"Employed, full-time"
874,"Employed, full-time"
874,"Independent contractor, freelancer, or self-employed"
875,"Student, full-time"
876,"Student, full-time"
877,"Employed, full-time"
878,"Employed, full-time"
879,"Employed, full-time"
880,"Not employed, but looking for work"
880,"Student, full-time"
881,"Independent contractor, freelancer, or self-employed"
882,"Employed, full-time"
883,"Employed, full-time"
884,"Employed, full-time"
885,"Student, full-time"
886,"Employed, full-time"
887,"Employed, full-time"
888,I prefer not to say
889,"Employed, full-time"
890,"Student, full-time"
891,"Employed, full-time"
892,"Employed, full-time"
893,"Employed, full-time"
894,"Not employed, and not looking for work"
895,"Employed, full-time"
896,"Employed, full-time"
897,"Employed, full-time"
898,"Employed, full-time"
898,"Student, full-time"
899,"Employed, full-time"
900,"Student, full-time"
901,"Student, full-time"
901,"Student, part-time"
902,"Employed, full-time"
903,"Student, full-time"
904,"Employed, part-time"
904,"Student, part-time"
905,"Employed, full-time"
906,"Student, full-time"
907,I prefer not to say
908,"Employed, full-time"
909,"Student, full-time"
910,"Student, full-time"
911,"Independent contractor, freelancer, or self-employed"
912,"Employed, full-time"
912,"Student, full-time"
913,"Employed, full-time"
914,"Student, full-time"
915,"Employed, full-time"
916,"Employed, full-time"
917,"Employed, full-time"
918,"Employed, part-time"
918,"Student, full-time"
919,"Employed, full-time"
920,"Employed, full-time"
921,I prefer not to say
922,"Employed, part-time"
922,"Independent contractor, freelancer, or self-employed"
922,"Student, part-time"
923,"Employed, full-time"
924,"Not employed, and not looking for work"
925,"Employed, full-time"
926,"Employed, part-time"
927,"Employed, full-time"
928,"Employed, full-time"
929,"Student, full-time"
930,"Employed, full-time"
931,"Employed, part-time"
931,"Student, part-time"
932,"Employed, part-time"
932,"Student, full-time"
933,"Student, full-time"
935,"Employed, full-time"
936,"Employed, full-time"
937,"Student, full-time"
938,"Employed, full-time"
938,"Independent contractor, freelancer, or self-employed"
939,"Employed, full-time"
940,"Employed, full-time"
941,"Employed, full-time"
942,"Employed, full-time"
942,"Student, part-time"
943,"Employed, full-time"
944,"Employed, full-time"
945,"Employed, full-time"
946,"Student, full-time"
947,"Employed, full-time"
948,"Employed, full-time"
949,"Employed, full-time"
950,"Employed, full-time"
951,"Employed, full-time"
952,"Student, full-time"
953,"Employed, full-time"
954,"Employed, full-time"
955,"Employed, full-time"
956,"Employed, full-time"
956,"Independent contractor, freelancer, or self-employed"
957,"Employed, part-time"
958,"Employed, full-time"
959,"Employed, full-time"
960,"Student, part-time"
961,"Employed, full-time"
962,"Employed, part-time"
962,"Student, full-time"
963,"Employed, full-time"
964,"Student, full-time"
965,"Employed, full-time"
966,"Employed, full-time"
967,"Employed, full-time"
967,"Independent contractor, freelancer, or self-employed"
968,"Employed, full-time"
969,"Employed, full-time"
970,"Employed, full-time"
971,"Employed, full-time"
971,"Independent contractor, freelancer, or self-employed"
972,"Not employed, but looking for work"
973,"Employed, full-time"
974,"Employed, full-time"
974,"Student, part-time"
975,"Student, full-time"
976,"Employed, full-time"
977,"Employed, full-time"
978,"Employed, full-time"
979,"Employed, full-time"
980,"Employed, full-time"
981,"Employed, full-time"
982,"Not employed, but looking for work"
983,"Employed, full-time"
984,"Employed, full-time"
985,"Employed, full-time"
986,"Student, full-time"
987,"Employed, full-time"
988,"Employed, full-time"
989,"Employed, full-time"
990,"Employed, part-time"
990,"Independent contractor, freelancer, or self-employed"
990,"Student, full-time"
991,"Not employed, and not looking for work"
992,"Independent contractor, freelancer, or self-employed"
993,"Independent contractor, freelancer, or self-employed"
994,"Independent contractor, freelancer, or self-employed"
995,"Employed, full-time"
996,"Employed, full-time"
997,"Employed, full-time"
998,"Employed, full-time"
999,"Student, full-time"
1000,"Employed, full-time"
1001,"Student, full-time"
1002,"Independent contractor, freelancer, or self-employed"
1003,"Employed, full-time"
1004,"Employed, full-time"
1005,"Employed, full-time"
1006,"Employed, full-time"
1007,"Employed, full-time"
1007,"Independent contractor, freelancer, or self-employed"
1008,"Independent contractor, freelancer, or self-employed"
1009,"Employed, full-time"
1010,"Employed, full-time"
1011,"Employed, full-time"
1012,"Employed, full-time"
