ResponseId,NEWCollabToolsWantToWorkWith
750,Sublime Text
751,Emacs
751,Neovim
751,Vim
752,Emacs
752,Visual Studio
752,Visual Studio Code
753,Vim
754,Neovim
754,Vim
755,Neovim
756,Emacs
756,IPython
756,IPython/Jupyter
756,IntelliJ
756,Sublime Text
756,Vim
756,Visual Studio
758,CLion
758,Emacs
758,PyCharm
758,Visual Studio
758,Visual Studio Code
759,Neovim
760,Visual Studio
760,Visual Studio Code
761,Visual Studio
761,Visual Studio Code
762,Emacs
762,Vim
763,Nano
763,PyCharm
763,Visual Studio
763,Visual Studio Code
764,Atom
764,IPython
764,IPython/Jupyter
764,IntelliJ
764,Vim
765,Emacs
765,Visual Studio
765,Visual Studio Code
766,IntelliJ
766,Neovim
767,CLion
767,IntelliJ
767,Neovim
767,Visual Studio
767,Visual Studio Code
768,IntelliJ
769,Visual Studio
769,Visual Studio Code
770,Neovim
770,Visual Studio
770,Visual Studio Code
771,Visual Studio
771,Visual Studio Code
772,Vim
772,Visual Studio
772,Visual Studio Code
773,Vim
773,Visual Studio
773,Visual Studio Code
774,Visual Studio
774,Visual Studio Code
775,IntelliJ
775,Visual Studio
775,Visual Studio Code
775,WebStorm
776,Visual Studio
776,Visual Studio Code
777,Neovim
777,Vim
777,Visual Studio
777,Visual Studio Code
778,Vim
779,CLion
779,Visual Studio
779,Visual Studio Code
780,Visual Studio
780,Visual Studio Code
781,Emacs
781,Visual Studio
781,Visual Studio Code
782,Visual Studio
782,Visual Studio Code
783,CLion
783,IntelliJ
783,Neovim
783,PyCharm
784,GoLand
784,Visual Studio
784,Visual Studio Code
785,Rider
785,Sublime Text
785,Visual Studio
785,Visual Studio Code
786,Nano
786,Sublime Text
787,Visual Studio
787,Visual Studio Code
788,Nano
788,PhpStorm
788,Sublime Text
788,Visual Studio
788,Visual Studio Code
789,Notepad++
789,Sublime Text
789,Visual Studio
789,Visual Studio Code
790,CLion
790,GoLand
790,IntelliJ
790,Rider
790,WebStorm
791,Nano
791,Visual Studio
791,Visual Studio Code
792,IntelliJ
792,Notepad++
793,IntelliJ
793,PyCharm
793,Visual Studio
793,Visual Studio Code
794,Visual Studio
794,Visual Studio Code
795,IntelliJ
795,Nano
795,PyCharm
795,Visual Studio
795,Visual Studio Code
796,Emacs
797,IntelliJ
797,Vim
797,Visual Studio
797,Visual Studio Code
798,IntelliJ
798,Notepad++
798,Visual Studio
798,Visual Studio Code
799,IPython
799,IPython/Jupyter
799,Neovim
799,Visual Studio
799,Visual Studio Code
800,Nano
800,Notepad++
800,Visual Studio
800,Visual Studio Code
801,Visual Studio
801,Visual Studio Code
803,Android Studio
803,CLion
803,IntelliJ
803,PyCharm
803,Visual Studio
803,Visual Studio Code
804,Visual Studio
804,Visual Studio Code
806,Notepad++
806,Vim
806,Visual Studio
806,Visual Studio Code
807,Neovim
807,Vim
807,Visual Studio
807,Visual Studio Code
808,CLion
808,GoLand
808,IntelliJ
808,Neovim
808,Vim
809,PhpStorm
809,Sublime Text
810,CLion
810,IPython
810,IPython/Jupyter
810,IntelliJ
810,Sublime Text
810,Vim
811,IPython
811,IPython/Jupyter
811,Notepad++
811,Rider
811,Visual Studio
811,Visual Studio Code
812,IntelliJ
812,Neovim
812,Rider
812,Visual Studio
812,Visual Studio Code
813,Nano
813,Visual Studio
813,Visual Studio Code
814,Emacs
814,Neovim
815,IntelliJ
816,Visual Studio
816,Visual Studio Code
817,CLion
817,IntelliJ
817,Vim
817,Visual Studio
817,Visual Studio Code
818,Emacs
818,Vim
819,Nano
819,Notepad++
819,Visual Studio
819,Visual Studio Code
820,IntelliJ
820,Visual Studio
820,Visual Studio Code
821,Notepad++
822,Visual Studio
822,Visual Studio Code
823,Visual Studio
823,Visual Studio Code
824,Neovim
824,Rider
824,Visual Studio
824,Visual Studio Code
825,CLion
825,GoLand
825,Rider
825,Visual Studio
825,Visual Studio Code
826,Neovim
827,Visual Studio
827,Visual Studio Code
828,IntelliJ
828,Vim
829,CLion
829,IntelliJ
829,PhpStorm
829,Qt Creator
829,Vim
829,WebStorm
829,Xcode
830,IntelliJ
830,Neovim
830,PhpStorm
830,PyCharm
830,Visual Studio
830,Visual Studio Code
831,Notepad++
831,PyCharm
831,Visual Studio
831,Visual Studio Code
832,Neovim
833,CLion
833,PyCharm
833,Rider
834,Atom
834,CLion
834,IPython
834,IPython/Jupyter
834,IntelliJ
834,PyCharm
834,Visual Studio
834,Visual Studio Code
835,Neovim
835,Vim
836,Android Studio
836,IntelliJ
836,Visual Studio
836,Visual Studio Code
837,Android Studio
837,IPython
837,IPython/Jupyter
837,PyCharm
837,Visual Studio
837,Visual Studio Code
838,IntelliJ
838,Visual Studio
838,Visual Studio Code
839,IPython
839,IPython/Jupyter
839,IntelliJ
840,Visual Studio
840,Visual Studio Code
841,Visual Studio
841,Visual Studio Code
842,Emacs
842,IntelliJ
842,Vim
843,CLion
843,Rider
843,Visual Studio
843,Visual Studio Code
844,IntelliJ
844,Visual Studio
844,Visual Studio Code
845,Visual Studio
845,Visual Studio Code
846,Android Studio
846,Notepad++
846,Visual Studio
846,Visual Studio Code
847,Visual Studio
847,Visual Studio Code
849,Neovim
849,Vim
849,Visual Studio
850,Visual Studio
850,Visual Studio Code
851,Notepad++
851,Visual Studio
851,Visual Studio Code
853,Visual Studio
853,Visual Studio Code
854,Notepad++
854,Visual Studio
854,Visual Studio Code
855,Rider
855,Visual Studio
855,Visual Studio Code
856,Notepad++
856,"RAD Studio (Delphi, C++ Builder)"
857,CLion
857,Visual Studio
857,Visual Studio Code
858,GoLand
858,PyCharm
858,RubyMine
858,Vim
859,Vim
859,Visual Studio
859,Visual Studio Code
860,Neovim
861,Visual Studio
861,Visual Studio Code
862,Neovim
862,Vim
863,Visual Studio
863,Visual Studio Code
864,Neovim
864,Vim
864,Visual Studio
864,Visual Studio Code
865,Visual Studio
866,CLion
866,IPython
866,IPython/Jupyter
866,IntelliJ
866,Nano
866,PyCharm
866,Visual Studio
866,Visual Studio Code
867,IntelliJ
867,Nano
867,Visual Studio
867,Visual Studio Code
868,PyCharm
869,Notepad++
869,Visual Studio
869,Visual Studio Code
870,Android Studio
870,Visual Studio
870,Visual Studio Code
871,IntelliJ
871,Vim
872,Notepad++
872,Visual Studio
872,Visual Studio Code
873,GoLand
873,Vim
874,Sublime Text
874,TextMate
874,Vim
874,Visual Studio
874,Visual Studio Code
874,Xcode
875,Atom
875,Emacs
875,IntelliJ
875,Notepad++
875,Visual Studio
875,Visual Studio Code
876,CLion
876,IPython
876,IPython/Jupyter
876,Neovim
876,PyCharm
876,Visual Studio
876,Visual Studio Code
876,WebStorm
877,CLion
877,Nano
877,Notepad++
877,PyCharm
877,Qt Creator
877,Visual Studio
877,Visual Studio Code
878,Emacs
879,Neovim
879,Notepad++
880,Neovim
881,Neovim
881,Vim
882,Visual Studio
882,Visual Studio Code
883,PhpStorm
884,CLion
884,PyCharm
885,Notepad++
885,Visual Studio
886,Notepad++
886,Vim
886,Visual Studio
886,Visual Studio Code
887,Visual Studio
887,Visual Studio Code
888,Neovim
889,PhpStorm
890,CLion
890,Neovim
890,Visual Studio
890,Visual Studio Code
891,Vim
892,PyCharm
892,Vim
892,Visual Studio
894,IPython
894,IPython/Jupyter
894,Vim
894,Visual Studio
894,Visual Studio Code
895,Sublime Text
895,WebStorm
896,Emacs
897,IntelliJ
897,Visual Studio
897,Visual Studio Code
898,Android Studio
898,IntelliJ
898,Sublime Text
898,Visual Studio
898,Visual Studio Code
899,Notepad++
899,Visual Studio
899,Visual Studio Code
900,Visual Studio
900,Visual Studio Code
902,GoLand
902,Visual Studio
902,Visual Studio Code
903,Vim
904,IPython
904,IPython/Jupyter
904,Vim
904,Visual Studio
904,Visual Studio Code
905,PhpStorm
905,Visual Studio
905,Visual Studio Code
906,Visual Studio
906,Visual Studio Code
907,Notepad++
907,Visual Studio
907,Visual Studio Code
908,Eclipse
908,IntelliJ
908,Notepad++
908,Visual Studio
908,Visual Studio Code
909,IntelliJ
909,Visual Studio
909,Visual Studio Code
910,Visual Studio
910,Visual Studio Code
911,IPython
911,IPython/Jupyter
911,Notepad++
911,Visual Studio
911,Visual Studio Code
912,Visual Studio
912,Visual Studio Code
913,Visual Studio
913,Visual Studio Code
914,Neovim
914,Vim
914,Visual Studio
914,Visual Studio Code
915,Atom
915,RStudio
915,Visual Studio
915,Visual Studio Code
916,Visual Studio
916,Visual Studio Code
917,IntelliJ
918,Neovim
918,Visual Studio
918,Visual Studio Code
919,Vim
919,Visual Studio
919,Visual Studio Code
920,Notepad++
921,Emacs
921,Vim
922,Vim
922,Visual Studio
922,Visual Studio Code
923,Neovim
923,Visual Studio
923,Visual Studio Code
924,Android Studio
924,IntelliJ
924,Visual Studio
924,Visual Studio Code
926,CLion
926,IntelliJ
927,Neovim
927,Visual Studio
927,Visual Studio Code
928,IntelliJ
928,Visual Studio
928,Visual Studio Code
929,Vim
929,Visual Studio
929,Visual Studio Code
930,Neovim
930,Visual Studio
930,Visual Studio Code
931,Sublime Text
931,Vim
932,GoLand
932,IPython
932,IPython/Jupyter
932,IntelliJ
932,PyCharm
932,Vim
932,Visual Studio
932,Visual Studio Code
932,Xcode
933,IPython
933,IPython/Jupyter
933,Nano
933,Neovim
933,Vim
935,Visual Studio
935,Visual Studio Code
935,WebStorm
936,Notepad++
936,Visual Studio
937,Visual Studio
937,Visual Studio Code
938,IntelliJ
938,Vim
938,Visual Studio
938,Visual Studio Code
939,Emacs
939,Vim
940,Visual Studio
940,Visual Studio Code
941,Android Studio
941,Neovim
941,Vim
942,Android Studio
942,IPython
942,IPython/Jupyter
942,PyCharm
942,Visual Studio
942,Visual Studio Code
943,Nano
943,Neovim
943,Vim
943,Visual Studio
943,Visual Studio Code
944,Visual Studio
944,Visual Studio Code
945,PhpStorm
945,Visual Studio
945,Visual Studio Code
946,Visual Studio
946,Visual Studio Code
947,Android Studio
947,IPython
947,IPython/Jupyter
947,IntelliJ
947,Sublime Text
948,Notepad++
948,Visual Studio
948,Visual Studio Code
949,IntelliJ
949,Nano
949,Visual Studio
949,Visual Studio Code
950,IntelliJ
950,Neovim
950,Vim
950,Visual Studio
950,Visual Studio Code
951,Vim
951,Visual Studio
951,Visual Studio Code
952,Notepad++
952,Visual Studio
952,Visual Studio Code
953,Rider
953,Vim
953,Visual Studio
956,Sublime Text
956,Vim
959,CLion
960,Vim
960,Visual Studio
960,Visual Studio Code
961,IPython
961,IPython/Jupyter
961,Neovim
961,PyCharm
962,Sublime Text
963,IntelliJ
964,CLion
964,IntelliJ
964,PhpStorm
964,Rider
965,Visual Studio
966,Android Studio
966,Notepad++
966,Visual Studio
966,Visual Studio Code
967,Neovim
967,Visual Studio
967,Visual Studio Code
968,CLion
968,IntelliJ
968,PyCharm
968,Vim
969,IntelliJ
969,Neovim
970,Visual Studio
970,Visual Studio Code
971,Emacs
971,Nano
972,Visual Studio
972,Visual Studio Code
974,Sublime Text
974,Visual Studio
974,Visual Studio Code
975,Visual Studio
975,Visual Studio Code
976,IntelliJ
977,Nano
977,PyCharm
978,Vim
978,Visual Studio
978,Visual Studio Code
979,IntelliJ
980,GoLand
980,Nano
980,PyCharm
980,Rider
980,Visual Studio
980,Visual Studio Code
980,WebStorm
982,Notepad++
982,Vim
982,Visual Studio
982,Visual Studio Code
982,Xcode
983,Notepad++
983,Visual Studio
983,Visual Studio Code
984,Neovim
984,Vim
984,Visual Studio
985,Emacs
985,IntelliJ
985,Visual Studio
985,Visual Studio Code
986,Emacs
987,Visual Studio
987,Visual Studio Code
988,CLion
988,IPython
988,IPython/Jupyter
988,IntelliJ
988,PyCharm
988,Vim
989,CLion
989,IPython
989,IPython/Jupyter
989,Visual Studio
989,Visual Studio Code
990,Visual Studio
990,Visual Studio Code
991,Neovim
992,Vim
993,Atom
994,Neovim
994,Visual Studio
994,Visual Studio Code
995,Notepad++
995,Rider
995,Visual Studio
995,Visual Studio Code
996,Vim
996,Visual Studio
996,Visual Studio Code
997,Visual Studio
997,Visual Studio Code
999,PyCharm
999,Visual Studio
999,Visual Studio Code
1000,Notepad++
1000,Visual Studio
1000,Visual Studio Code
1001,Neovim
1001,Visual Studio
1001,Visual Studio Code
1002,IntelliJ
1002,NetBeans
1002,Notepad++
1002,PhpStorm
1002,PyCharm
1002,"RAD Studio (Delphi, C++ Builder)"
1002,Visual Studio
1002,Visual Studio Code
1003,IntelliJ
1003,Neovim
1003,Notepad++
1003,Vim
1003,Visual Studio
1003,Visual Studio Code
1004,Neovim
1005,GoLand
1005,IntelliJ
1005,Rider
1006,CLion
1006,Neovim
1006,PyCharm
1007,Android Studio
1007,CLion
1007,IntelliJ
1007,RStudio
1007,Rider
1007,RubyMine
1007,Visual Studio
1007,Visual Studio Code
1007,WebStorm
1007,Xcode
1008,Neovim
1009,IPython
1009,IPython/Jupyter
1009,PyCharm
1009,Vim
1010,IntelliJ
1010,Rider
1012,Emacs
1012,IPython
1012,IPython/Jupyter
1012,IntelliJ
1012,Neovim
1012,PyCharm
1012,Sublime Text
1013,IntelliJ
1014,Android Studio
1014,CLion
1014,GoLand
1014,IPython
1014,IPython/Jupyter
1014,IntelliJ
1014,PyCharm
1014,Sublime Text
1014,Visual Studio
1014,Visual Studio Code
1015,Visual Studio
1015,Visual Studio Code
1016,Vim
1016,Visual Studio
1017,Visual Studio
1017,Visual Studio Code
1018,Vim
1019,GoLand
1019,IPython
1019,IPython/Jupyter
1019,IntelliJ
1019,PyCharm
1019,Vim
1019,Visual Studio
1019,Visual Studio Code
1020,Vim
1020,Visual Studio
1020,Visual Studio Code
1021,Sublime Text
1021,Vim
1021,Visual Studio
1021,Visual Studio Code
1021,Xcode
1022,IntelliJ
1022,Visual Studio
1022,Visual Studio Code
1023,IPython
1023,IPython/Jupyter
1023,Visual Studio
1023,Visual Studio Code
1024,Neovim
1024,Visual Studio
1024,Visual Studio Code
1025,Emacs
1026,Android Studio
1026,IPython
1026,IPython/Jupyter
1026,Visual Studio
1026,Visual Studio Code
1027,CLion
1027,Eclipse
1027,PyCharm
1027,Vim
1028,IntelliJ
1029,Nano
1029,PyCharm
1029,Visual Studio
1029,Visual Studio Code
1030,IntelliJ
1031,IPython
1031,IPython/Jupyter
1031,Vim
1031,Visual Studio
1031,Visual Studio Code
1032,Visual Studio
1032,Visual Studio Code
1033,IntelliJ
1033,PyCharm
1033,Visual Studio
1034,IntelliJ
1034,Visual Studio
1034,Visual Studio Code
1035,Vim
1035,Visual Studio
1035,Visual Studio Code
1036,Android Studio
1036,IntelliJ
1036,Notepad++
1037,CLion
1037,IntelliJ
1037,Visual Studio
1037,Visual Studio Code
1038,Atom
1038,Notepad++
1038,Visual Studio
1038,Visual Studio Code
1039,CLion
1039,IPython
1039,IPython/Jupyter
1039,IntelliJ
1039,Nano
1039,Neovim
1039,PyCharm
1039,RStudio
1039,Spyder
1039,Sublime Text
1039,Vim
1039,Visual Studio
1039,Visual Studio Code
1040,Vim
1040,Visual Studio
1040,Visual Studio Code
1041,Notepad++
1041,Visual Studio
1041,Visual Studio Code
1042,PyCharm
1042,Visual Studio
1042,Visual Studio Code
1043,Vim
1043,Visual Studio
1043,Visual Studio Code
1044,IntelliJ
1044,Visual Studio
1044,Visual Studio Code
1045,Android Studio
1045,IntelliJ
1046,Xcode
1047,CLion
1047,IntelliJ
1048,Visual Studio
1048,Visual Studio Code
1049,CLion
1049,GoLand
1049,Visual Studio
1049,Visual Studio Code
1050,Vim
1050,Visual Studio
1050,Visual Studio Code
1051,Emacs
1051,Neovim
1052,Neovim
1052,Visual Studio
1052,Visual Studio Code
1053,Nano
1053,Visual Studio
1053,Visual Studio Code
1054,CLion
1054,PyCharm
1055,CLion
1055,Emacs
1055,IPython
1055,IPython/Jupyter
1055,IntelliJ
1055,Rider
1055,Visual Studio
1055,Visual Studio Code
1056,Eclipse
1056,IntelliJ
1056,Vim
1056,Visual Studio
1056,Visual Studio Code
1057,GoLand
1057,IPython
1057,IPython/Jupyter
1057,IntelliJ
1057,Nano
1057,PyCharm
1057,Rider
1057,Visual Studio
1057,Visual Studio Code
1058,CLion
1058,IPython
1058,IPython/Jupyter
1058,IntelliJ
1058,PyCharm
1058,Vim
1058,Visual Studio
1058,Visual Studio Code
1058,Xcode
1059,Visual Studio
1059,Visual Studio Code
1060,CLion
1060,GoLand
1060,Nano
1060,PhpStorm
1060,PyCharm
1060,WebStorm
1061,IntelliJ
1062,IPython
1062,IPython/Jupyter
1062,PyCharm
1062,Sublime Text
1062,Vim
1063,Visual Studio
1063,Visual Studio Code
1064,Android Studio
1064,Visual Studio
1064,Visual Studio Code
1065,Visual Studio
1065,Visual Studio Code
1067,Visual Studio
1067,Visual Studio Code
1068,Visual Studio
1068,Visual Studio Code
1069,Neovim
1069,Vim
1070,Emacs
1070,Neovim
1070,Vim
1071,Neovim
1072,IntelliJ
1072,Visual Studio
1072,Visual Studio Code
1073,Emacs
1073,Sublime Text
1073,Visual Studio
1073,Visual Studio Code
1074,Visual Studio
1074,Visual Studio Code
1075,Android Studio
1075,Visual Studio
1075,Visual Studio Code
1077,Notepad++
1078,IntelliJ
1078,Notepad++
1078,Qt Creator
1079,Emacs
1080,Atom
1080,Visual Studio
1080,Visual Studio Code
1081,Visual Studio
1081,Visual Studio Code
1082,IntelliJ
1082,Visual Studio
1082,Visual Studio Code
1083,IPython
1083,IPython/Jupyter
1083,Visual Studio
1083,Visual Studio Code
1084,Neovim
1084,Rider
1084,Visual Studio
1084,Visual Studio Code
1086,Visual Studio
1086,Visual Studio Code
1087,Neovim
1087,Visual Studio
1087,Visual Studio Code
1088,PhpStorm
1088,Sublime Text
1089,Visual Studio
1089,Visual Studio Code
1090,Visual Studio
1090,Visual Studio Code
1091,IPython
1091,IPython/Jupyter
1091,Vim
1091,Visual Studio
1091,Visual Studio Code
1092,Neovim
1092,Visual Studio
1092,Visual Studio Code
1093,Visual Studio
1093,Visual Studio Code
1094,Neovim
1094,Vim
